CASENAME,Depth,Area,RESTHICK,PRESS,TEMP,OILGRAV,SOLGOR,Visco,Psat,Bo,FLUIDTYPE,WATSAL,Aquifer,POROSITY,NTG,PERM,CONWATER,PERM.AQUIFER,OOIP,RF,RFmax,Np,Nw,Ng,Nwi,GOR,SWx,RELPERM.RESSAT.Kro,RELPERM.ENDPOINT.Kro,RELPERM.ENDPOINT.Krw,RELPERM.EXPON.Kro,RELPERM.EXPON.Krw,PROD.PI,WINJ.PI,PROD_TIME,Field.OILRATE,Field.WATRATE,Field.GASRATE,Field.INJWATRATE,Field.INJGASRATE,NumPROD,NumWINJ,BODP_well
74e05156,3570,20.4,266,1820,160,45.1,400,0.6,1677,1.1742,NA,63300,NA,0.142,0.82,180,0.262,120,650,18.4,19,118.95,0.03,163115,0,1371,0.32,NA,0.92,0.22,NA,NA,2,NA,14.6,54300,0,100,0,0,NA,0,21342.353033463587
1dc33fcc,9240,16.9,181,5270,188,33.1,50,2.4,155,1.035,Highly Undersaturated,5600,Medium,0.291,0.63,430,0.163,420,590,26.1,28.7,154.1,24.9,5735,0,37,0.32,0.26,0.85,0.212,NA,NA,NA,NA,44.7,43000,8000,0,0,NA,8,0,NA
dccdedcb,7700,22.3,51,4270,160,29,110,3.4,514,1.0459,Highly Undersaturated,35300,Medium,0.281,0.51,300,0.232,270,170,17.8,19.9,30.79,5.12,2577,0,84,0.33,0.25,0.94,0.25,4.47,NA,1,NA,38.8,13000,1200,0,0,0,12,0,42971.082919491164
ec2540c6,11270,9.3,285,5360,240,12.1,10,22.7,NA,1.04,Highly Undersaturated,14100,Very Strong,0.294,0.55,8470,0.252,6110,470,20.3,40.6,95.06,92.35,1017,642.54,NA,0.4,NA,0.88,0.3061,NA,NA,NA,188,9.9,44000,192600,0,376100,0,4,1,106611.92719821702
0a5478fa,5060,10.4,441,2950,152,18.8,110,52.8,1095,1.046,Near Saturation,89900,Weak,0.157,0.61,270,0.39,130,340,26,31,87.98,894.68,7197,968.19,82,0.55,0.306,0.967,0.4108,2.67,NA,4,NA,48,40000,56900,0,58000,NA,8,3,51724.70617922445
f9b759df,3430,31.9,234,1620,NA,19.9,40,19,267,1.03,Highly Undersaturated,49700,Very Strong,0.171,0.61,800,0.315,410,800,19.9,24.4,159.12,56.61,4670,0,NA,0.43,NA,0.7677,0.3,3.82,NA,9,14,31.2,95000,10900,NA,0,0,10,NA,45424.958422415075
040cc506,6940,32,121,3440,NA,36.6,50,NA,158,1.0338,Very Highly Undersaturated,8700,Strong,0.28,0.53,870,0.174,700,660,31.4,34.8,209.04,114.28,7236,0,35,0.4,NA,0.755,0.39,NA,NA,NA,NA,40.7,53000,22700,0,NA,0,8,0,NA
26d87ef1,3810,13.3,121,1880,175,28.3,230,2.6,1701,1.11,Undersaturated,101500,Medium,0.118,0.77,340,0.398,160,120,24.8,31.2,29.63,11.28,11838,0,399,0.51,0.249,0.9014,0.3327,NA,NA,2,3,13.5,11000,5900,0,0,NA,10,0,47627.45807356783
68551ba1,1360,19.5,136,3010,103,33.3,550,3.3,2720,1.071,Near Saturation,123200,None,0.102,0.53,50,0.442,20,130,1.9,2.1,2.41,0,1414,0.87,587,0.1,NA,NA,0.339,NA,NA,0,0,53.1,11000,0,0,58000,96500,70,115,6678.7069293994655
7dc5086d,9000,12.3,256,4870,187,39.7,420,0.7,1471,1.14,Undersaturated,NA,Medium,0.271,0.55,160,0.195,140,460,50.3,54.2,230.37,701.21,73103,942.57,317,0.6,NA,0.9,0.236,NA,NA,2,NA,49.4,43000,54100,0,57200,NA,11,7,44925.52263182059
3fc665ca,6400,40.3,91,2440,205,37.3,80,1.3,326,1.049,Highly Undersaturated,16600,Very Strong,0.22,0.74,1280,0.2,990,680,41.7,48.3,281.57,71.01,17552,0,62,0.52,NA,0.984,0.1432,NA,NA,NA,9,33.7,57000,10800,0,NA,0,13,0,33782.81917938014
f0900a31,9010,4.2,112,3630,206,33.6,550,0.7,2477,1.2133,Near Saturation,NA,Very Strong,0.212,0.72,630,0.285,500,60,55.5,53.8,35.23,248.52,14540,0,413,0.66,0.206,0.7686,0.3808,NA,3.178,4,6,45.5,6000,26700,NA,0,0,4,0,NA
5531031e,4860,18.4,94,2820,153,23.7,100,6.9,494,1.04,Undersaturated,53800,Medium,0.203,0.7,280,0.292,200,230,16.8,17.9,38.1,2.92,2659,0,70,0.36,NA,0.784,0.427,NA,NA,1,NA,44.6,18000,500,NA,0,0,13,0,35223.01682655816
aa8fc1e8,2060,9,201,1380,107,35.8,320,1.7,NA,1.1,Undersaturated,97800,Weak,0.141,0.61,130,0.363,NA,140,42.5,44.7,60.43,367.95,14412,436.45,238,0.64,NA,NA,0.235,NA,NA,1,NA,51,17000,24900,0,37300,0,NA,10,32124.496281646345
bb67df5c,6510,19.6,270,4340,159,12.7,90,306.6,1291,1.041,Near Saturation,102300,Weak,0.159,0.68,160,0.42,NA,500,13.3,16.4,65.79,848.97,4675,907.91,71,0.49,0.33,0.963,0.5469,NA,2.42,2,3,43.2,54000,59500,NA,60800,0,11,6,46898.274371590975
804629f7,1940,14.3,67,1480,119,22.2,60,33.3,325,1.024,Highly Undersaturated,93700,Weak,0.199,0.6,130,0.387,80,110,25.1,25.2,28.07,344.66,1208,374.44,43,0.54,NA,0.9264,0.5323,NA,2.58,0,1,54,10000,20300,0,32000,0,39,25,11163.942611560027
581af3d1,10560,29.3,146,5490,234,30.5,300,1.1,1352,1.113,Undersaturated,21900,Medium,0.267,0.61,370,0.192,280,660,20.2,27.5,132.88,3.45,29613,0,223,NA,NA,0.894,0.285,NA,NA,NA,NA,17.8,59000,1100,0,0,0,10,0,42585.1085705054
5f5faa55,10950,NA,251,5510,225,27.1,400,1.2,2189,1.15,Near Saturation,31900,Strong,0.239,0.51,400,0.222,NA,1030,30.1,31.4,309.07,75.37,113769,0,368,0.39,0.2335,0.925,0.3486,NA,2.601,NA,NA,39.4,90000,9500,0,NA,0,13,0,33725.719509184215
13498cc4,6180,22.9,201,2920,197,28.6,80,3.3,368,1.041,Highly Undersaturated,31000,Strong,0.243,0.77,640,0.238,520,1000,28.1,32.1,281.56,119.73,16457,0,58,0.44,0.2453,0.984,0.254,NA,1.62,10,NA,20.3,122000,26700,0,0,NA,7,0,60925.05716702103
bdbdc976,6320,22.2,365,2990,195,26.5,270,NA,1506,1.0983,Undersaturated,73000,Medium,0.171,0.63,310,0.329,210,860,20.2,20.7,174.83,67.41,75808,0,434,NA,NA,NA,0.4657,NA,NA,5,NA,42.5,70000,10900,0,0,NA,11,0,NA
c1abfb88,9370,31.1,130,3500,232,17.7,NA,10.6,729,1.05,Undersaturated,35400,Very Strong,0.244,0.72,3760,0.289,2760,590,40.3,42.3,235.83,3084.54,11673,1166.94,49,0.57,0.219,0.862,0.2798,NA,NA,26,NA,41.6,49000,320500,0,103600,0,5,1,88529.60117926821
5db1a21d,3850,22.4,151,2050,154,26.2,140,4.5,751,1.05,Undersaturated,NA,Medium,0.147,0.59,230,0.326,130,260,15.2,NA,40.05,3.31,6791,0,170,0.37,0.279,NA,NA,NA,NA,2,NA,43.9,21000,400,0,0,0,12,0,39740.135487765656
d8660b97,8950,36.5,212,9160,233,36.2,2680,0.3,8326,1.46,Near Saturation,115000,Medium,0.107,0.51,140,0.399,100,410,37.4,43.8,152.34,0.54,3883891,0,NA,0.41,0.226,NA,0.174,3.022,NA,2,NA,31.2,31000,100,500,0,NA,11,3,43995.851545113626
6c2f1c0c,4450,41.3,140,2480,167,19.8,230,11.9,1806,1.0818,NA,98700,Medium,0.119,0.73,170,0.399,80,430,28.4,32.9,121.75,880.69,20825,1013.23,171,0.57,0.3,NA,0.42,3.14,NA,1,NA,43.7,32000,67200,0,80800,0,27,18,NA
109c615a,10570,34.3,411,5310,234,30.8,310,0.9,1418,1.122,Undersaturated,14500,Strong,0.208,0.68,560,0.182,430,1910,38.4,39.8,731.41,128.27,170867,0,234,0.43,NA,0.7,0.2652,NA,2.74,10,16,58.9,201100,NA,NA,0,0,8,0,NA
9fce37fc,9470,22,73,5080,182,NA,670,1.6,3624,1.2364,Near Saturation,NA,Medium,0.218,0.57,130,0.343,100,200,37.4,41.5,73.2,60.5,396611,135.17,5418,0.53,0.25,0.96,0.254,NA,2.095,0,1,53.8,16000,5600,0,15500,NA,22,15,18888.27092479147
9af894db,11030,39.6,154,5700,235,13.2,20,39.4,NA,1.039,Highly Undersaturated,24000,Strong,0.287,0.51,1940,0.272,1270,980,28.3,35.4,275.91,926.77,4610,613.94,17,NA,0.29,NA,0.1945,NA,NA,12,NA,18.5,101000,238200,0,142800,0,6,2,69207.14026119676
edf416a7,6720,21.3,244,2830,198,36.1,150,1.4,625,1.063,Highly Undersaturated,34000,Strong,0.24,0.76,690,0.234,500,1080,36,37,389.4,378.22,42575,0,109,0.46,0.223,0.904,0.411,NA,NA,NA,NA,53.1,91000,50700,0,0,0,9,0,NA
529f0cfd,8540,15.8,201,4240,219,42.3,390,0.6,1413,1.142,Undersaturated,21700,Medium,0.212,0.67,300,0.187,260,450,30.4,33.4,136.01,6.94,39279,0,289,NA,0.23,0.9624,0.28,NA,NA,NA,4,29.8,49000,1200,NA,0,0,10,0,46509.70696908189
7bb85b3a,8060,21.9,236,4490,170,13.6,70,121.6,953,1.0408,Near Saturation,NA,Medium,0.227,0.67,420,0.39,NA,600,20.2,21.6,121.65,1755.5,6261,1794.95,51,0.51,NA,0.717,0.2557,NA,NA,NA,NA,58.8,62000,87700,0,88900,0,8,3,NA
769044f0,10400,18.2,254,5010,250,14.4,NA,NA,821,1.05,Undersaturated,38100,Very Strong,0.256,0.73,1720,0.297,1280,870,30.1,39.6,262.09,919.07,11933,451.21,46,0.51,NA,0.75,0.5032,NA,NA,23,37,15.4,71000,365700,0,130100,0,5,1,NA
c17a1a79,7240,16.6,114,3720,171,33.5,620,0.8,NA,1.22,Undersaturated,73700,Medium,0.172,0.67,140,0.302,110,250,14.9,NA,37.22,0.1,28558,0,767,0.34,NA,0.67,0.243,NA,NA,NA,NA,8.5,28000,100,0,0,0,17,0,25484.809026913717
ed25f756,3460,14.3,64,1950,162,35,320,1.5,1760,1.11,Undersaturated,105600,Strong,0.144,0.54,280,0.395,200,50,29.1,NA,15.44,8.8,9436,0,611,0.54,0.224,0.889,0.48,NA,1.8,1,1,17.2,4000,3100,0,0,NA,15,0,32840.41350077139
5e130edf,9840,5.1,139,4930,218,20.7,210,4.2,1595,1.0887,Near Saturation,45800,Strong,0.226,0.57,530,0.274,400,90,44.6,NA,39.87,180.46,6229,0,156,0.58,0.2492,0.8767,0.399,NA,3.233,4,4,54.3,9000,31100,NA,0,NA,4,0,114619.98242886766
44adb3f3,3750,41,188,1540,187,24.8,110,NA,653,1.0534,Undersaturated,63200,Strong,0.139,0.79,600,0.327,310,790,21.2,22.1,167.79,46.34,27167,0,NA,0.41,NA,0.8378,0.42,3.4,NA,6,NA,48,78500,5800,0,0,0,17,NA,27087.621855031466
943fd119,5410,12.6,307,3000,164,30.3,200,3.1,1002,1.07,Undersaturated,66500,Medium,0.188,0.41,190,0.307,130,250,20.7,22.2,52.36,0.88,7784,0,149,0.39,NA,0.855,0.28,NA,NA,2,NA,56.3,25000,100,0,NA,NA,10,NA,50445.91379929043
6a83aeaa,3950,25.8,158,2420,135,23.5,130,10.7,772,1.0443,Undersaturated,83200,NA,0.192,0.68,160,0.356,110,380,36.1,NA,137.7,381.73,13412,525.76,97,0.59,0.29,NA,0.17,NA,NA,2,NA,32.4,36000,44000,NA,NA,NA,16,10,27462.141270923166
104f8a7e,4600,8.4,313,3510,133,42.7,830,NA,3170,1.3916,Undersaturated,101700,None,0.151,0.72,50,0.342,30,240,35.2,NA,85.46,6.49,644241,99.38,7539,0.52,NA,0.95,0.235,NA,NA,1,NA,28.3,19200,3800,100,30900,10800,14,12,33783.356373068615
334a67e8,5270,32.1,335,2290,179,19.9,40,26.3,284,1.03,Highly Undersaturated,46000,NA,0.227,0.74,1240,0.31,800,1610,14.5,NA,233.61,36.56,6490,0,28,0.41,0.261,NA,NA,NA,NA,25,29,5.1,196100,93800,0,0,NA,8,0,52366.297900898644
a50420a0,7400,27.4,183,3820,210,33.8,500,0.9,2138,1.179,Undersaturated,61800,Medium,0.16,0.74,180,0.281,120,490,18,19.4,88.2,4.1,88683,0,1005,0.34,NA,NA,0.4,NA,NA,NA,3,29.3,41000,900,0,0,0,12,0,35252.99488384189
353734bf,2610,34.5,152,1770,111,24,100,20.1,607,1.0346,Undersaturated,92900,Weak,0.165,0.69,140,0.383,80,420,33.1,35.8,138.92,1144.4,10329,1292.05,74,0.59,NA,NA,0.45,NA,NA,1,NA,48,49000,77400,0,113200,0,41,33,12385.482505499953
45dba0ef,3430,13.6,322,1710,148,20.3,240,7.8,1605,1.0848,Near Saturation,105900,Medium,0.131,0.37,180,0.41,90,160,15.8,15.6,25.09,4.4,19484,0,777,NA,NA,NA,0.429,NA,NA,2,NA,25.6,15000,1700,0,NA,0,11,0,41199.63655804538
6172484f,6300,10.6,126,3790,158,26.4,590,2,2874,1.193,Near Saturation,100700,Weak,0.168,0.76,140,NA,110,160,33.9,NA,52.77,21.04,260718,71.98,4940,0.53,NA,NA,0.277,NA,1.93,2,1,39.5,14300,NA,NA,24100,NA,7,6,69139.80981979819
a2417924,3620,13.1,139,1400,169,18.5,90,16.1,731,1.048,Undersaturated,81000,Very Strong,0.136,0.74,810,0.382,390,140,24.8,26,34.45,110.25,2185,0,63,0.5,0.2648,NA,0.46,NA,NA,6,11,35.8,16000,15900,NA,0,NA,6,0,NA
7099b9fe,8710,21.3,172,NA,176,45.4,1560,0.2,5056,1.82,Undersaturated,67400,None,0.193,0.81,60,0.234,60,670,4.5,57.4,30.2,0,47224,24.14,1564,NA,0.24,0.853,0.5605,NA,2.13,1,NA,5.6,54300,0,100,59000,600,32,28,14697.556843494385
84d7783d,1030,21.7,356,800,91,35.6,150,2.7,484,1.04,NA,115400,Weak,0.109,0.82,160,0.423,80,600,39.8,41.8,237.58,1734.89,26235,1995.45,NA,0.65,0.29,0.98,0.33,NA,NA,3,NA,58.7,67000,128300,NA,221000,0,31,14,NA
285122fc,4670,25.9,233,2330,164,40.5,340,0.7,1103,1.11,Highly Undersaturated,38600,Medium,0.191,0.61,200,0.215,NA,790,11.7,NA,92.42,0.58,23686,0,256,0.24,0.23,0.9464,0.321,NA,NA,NA,NA,17.1,58500,100,0,0,0,NA,0,18115.782620657854
a2a82596,3580,18.3,235,3570,169,38.7,830,0.6,3244,1.16,Undersaturated,98400,NA,0.117,0.68,130,0.35,NA,310,25.9,38.4,79.42,0,621698,0,7828,0.34,NA,0.978,NA,NA,NA,2,NA,21.6,32000,0,100,0,10700,25,6,17738.916614438407
4dfe4e44,10680,22,248,NA,213,32.7,270,0.9,1285,1.11,Undersaturated,19800,Very Strong,0.268,0.47,1140,0.196,940,860,56.8,58.9,486.6,536.19,100053,0,206,0.64,NA,NA,0.1452,NA,NA,NA,NA,30.9,106000,87400,0,0,0,6,0,78594.62573429046
1ec6d673,5270,16.5,250,2310,175,27,190,3.3,1099,1.0745,Undersaturated,69300,Medium,0.161,0.58,430,0.329,250,380,26.8,NA,100.46,66.31,24229,0,241,NA,NA,0.879,0.536,NA,2.03,NA,NA,59.4,33000,11000,0,0,0,7,0,66666.97275545282
1a866648,8770,19.2,175,3650,230,40,640,0.5,2448,1.2462,Undersaturated,46900,Strong,0.19,0.66,440,0.245,380,520,39.4,44.5,205.96,118.58,147027,0,714,0.51,NA,NA,0.1721,NA,NA,5,NA,31.5,48000,18300,0,NA,0,7,0,NA
a0462dde,10020,16.8,141,5350,214,32,370,1.1,1740,1.133,Undersaturated,34400,Medium,0.243,0.36,200,0.217,170,270,15.7,17.8,42.36,1.4,11632,0,275,NA,0.25,0.778,0.382,NA,NA,1,NA,24.2,21000,400,0,0,0,12,0,37511.948560031306
9860381f,7830,11.1,247,4190,181,18.8,180,16.2,1672,1.07,Near Saturation,83700,NA,0.219,0.66,250,0.365,200,410,18.7,NA,77.04,69.78,10543,0,137,0.45,0.271,NA,0.44,3.23,2.092,5,NA,41.4,37000,21400,0,0,0,6,0,83289.20492655889
7fc05642,5100,17.2,456,3540,116,26.6,100,11.4,549,1.0358,Undersaturated,67300,Weak,0.258,0.72,120,0.309,NA,1660,38.2,45.4,634.47,2193.66,49048,2843.58,77,NA,0.287,NA,0.1728,NA,NA,3,5,42.8,186200,189300,0,247600,NA,23,16,NA
a37b7922,3070,14.4,242,1870,124,27.4,200,6.4,1092,1.063,Undersaturated,95200,Weak,0.138,0.49,120,0.38,NA,170,36.7,NA,62.38,116.47,9239,185.03,148,0.61,0.293,0.89,0.24,NA,NA,NA,NA,20,17000,32600,0,51400,0,17,12,NA
2df879e5,2510,17.6,173,1800,114,42.6,170,1.5,493,1.0516,Highly Undersaturated,41400,Weak,0.172,0.8,200,0.224,120,410,48.4,54.2,198.35,537.71,25720,749.6,130,0.6,0.28,0.91,0.294,NA,1.457,2,NA,46.2,30000,48800,0,83800,NA,16,10,27145.496751043538
f395e38e,9560,15.7,127,4870,210,39.7,190,1,752,1.0777,Highly Undersaturated,14900,Medium,0.271,0.6,490,0.179,480,410,36.2,39.8,147.62,79.3,20852,0,141,0.41,NA,0.743,0.3563,NA,NA,2,NA,50.7,35000,14500,0,0,0,10,0,42875.17905291519
93a963b9,6790,12.1,281,3060,184,14.2,50,50.1,569,1.039,Undersaturated,65600,Strong,0.23,0.77,1040,0.359,720,520,28.4,29.5,148.09,2049.02,5589,1599.63,38,0.54,0.2654,0.69,0.3168,NA,NA,16,NA,50.9,43000,159600,0,105500,NA,5,1,84878.4698060865
bd1a8c0b,1870,18.5,305,1140,131,36.6,NA,1.6,1042,1.091,Highly Undersaturated,101400,Medium,0.119,0.83,160,0.382,80,450,14.3,15,64.81,0.4,66915,0,1032,0.42,0.253,NA,0.2,NA,1.815,3,NA,36.2,34000,200,0,0,0,31,0,13698.630072609634
20a72773,5900,14.8,34,4510,117,42.9,680,0.8,1945,1.208,Undersaturated,55200,None,0.251,0.64,50,0.216,40,100,48.1,53.2,50.04,106.56,25373,167.75,507,NA,0.27,0.882,0.327,NA,NA,0,NA,40.2,9000,11700,0,14300,0,45,NA,9942.006237959722
e37f407f,11770,7.4,327,5930,261,24.3,100,2.8,604,NA,Undersaturated,4900,Very Strong,0.299,0.53,1190,NA,1040,520,42.4,51.3,220.7,925.62,16201,0,73,0.51,NA,0.822,0.424,NA,1.84,17,25,19.6,56000,236900,0,0,0,4,0,NA
87d09b57,3630,35.9,328,2450,121,33.2,630,1.3,2315,1.202,Undersaturated,108000,Weak,0.16,0.51,90,0.385,60,750,26.9,41.7,202.14,55.69,897708,232.69,4441,0.5,0.2775,NA,NA,NA,NA,NA,2,27.8,44000,24300,100,93200,NA,40,33,12619.54601581354
b3a96790,1620,20.9,71,3280,107,18,280,66.8,2996,1.04,Full Saturated,124200,Weak,0.101,0.62,90,NA,30,70,28.1,28.6,20.27,309.06,5757,331.69,284,0.6,0.33,0.957,0.21,NA,NA,0,0,56.8,7000,27700,0,36900,0,51,27,8478.657163196476
aff571d5,10150,13.1,126,5260,211,30.8,560,0.9,2564,1.202,Near Saturation,49100,Medium,0.23,0.53,190,0.248,200,180,28.3,30.2,51.34,8.31,37050,0,722,0.4,0.24,0.854,0.245,NA,NA,NA,2,34.1,19000,1300,0,0,0,7,0,64032.01227958614
f34608aa,7510,11.1,226,4020,173,35.2,NA,0.6,3151,1.315,Near Saturation,81400,Weak,0.187,0.79,220,0.309,170,290,21.8,49.2,63.29,2.7,41659,64.85,658,NA,NA,NA,0.2847,NA,NA,NA,3,10.2,31400,4700,0,31700,0,6,3,NA
5bba55c6,9930,23.8,213,4690,224,18.4,60,8.7,490,1.047,Undersaturated,18400,Very Strong,0.272,0.56,1820,0.222,1550,890,27.3,29.1,243.97,1378.99,10459,0,43,0.41,0.2375,NA,0.567,NA,1.81,15,NA,57.7,90000,225600,0,0,0,6,0,NA
64db1356,5210,27.5,294,3030,151,17,20,109.4,161,1.025,Highly Undersaturated,43000,Medium,0.265,0.75,620,0.3,450,1420,19.3,27.5,274,936.55,4729,1037.48,17,0.43,NA,NA,0.1831,NA,1.88,14,18,21,125000,168500,0,180600,0,NA,NA,NA
d670afa4,6710,NA,342,3870,158,37.9,630,0.9,2405,1.212,Undersaturated,77900,Weak,0.18,0.75,190,0.305,NA,1560,5.7,49.7,88.95,0.02,41861,82.76,471,NA,NA,0.895,0.21,NA,NA,NA,6,6.5,98000,100,0,137800,0,19,NA,23160.186589516907
cff14ca1,8400,18.9,77,4030,214,22.8,180,4,1280,1.08,Undersaturated,51000,Strong,0.201,0.8,540,NA,380,210,25.3,27.3,53.51,106.5,7386,0,138,NA,0.25,NA,0.54,NA,1.349,3,NA,56.5,21000,22100,0,0,0,6,0,73469.4372850412
41724c66,7000,12,171,3490,173,35.4,90,1.8,357,1.0432,Highly Undersaturated,21200,Strong,0.272,0.64,580,0.202,480,440,28.9,NA,126.9,70.21,8500,0,67,0.43,NA,0.878,0.2847,4.97,NA,4,NA,15.7,46000,26300,0,0,NA,7,0,70004.10017094859
9d1a8822,7120,27,335,3630,206,32.4,910,0.5,3282,1.3374,Near Saturation,85700,Weak,0.169,0.66,110,0.324,90,870,28.4,55.4,248.74,1.43,946805,212.42,3806,0.43,0.2423,0.91,0.2706,NA,NA,NA,NA,18.2,94000,1200,200,90800,12400,18,18,27306.48722879123
89fe8227,7320,NA,301,3160,229,34.5,440,0.9,1961,1.164,Undersaturated,64500,NA,0.177,0.68,340,0.296,270,590,14.5,36.3,85.86,3.07,28084,0,327,0.39,0.23,0.9,0.266,NA,1.74,6,9,7.4,74000,6400,0,0,0,8,0,53446.2131960674
35e4df9b,4740,11.7,380,2020,159,18.8,20,32.3,149,1.0271,Highly Undersaturated,40200,Very Strong,0.268,0.57,1450,0.296,NA,700,25.2,28.3,175.51,653.39,3092,0,18,NA,0.2513,0.98,0.4429,NA,2.43,NA,NA,23.8,54000,139400,0,0,0,6,0,79558.23468823219
060b91fc,9910,18.2,151,8040,190,46.7,2820,0.2,7301,1.8654,Near Saturation,49100,Weak,0.222,0.55,110,0.19,110,310,35.3,NA,111.13,0.12,775799,52.51,6981,0.25,0.201,NA,0.27,NA,NA,1,1,11.7,34000,100,300,31600,300,18,17,25316.357424212038
6e5eec7a,7430,10.8,191,3630,194,12.6,40,98.5,546,1.0366,Undersaturated,74800,Strong,0.232,0.54,1060,0.387,580,180,18.9,23.6,34.04,253.25,1043,145.23,31,0.5,0.2851,0.951,0.43,NA,NA,NA,15,13.9,14000,86800,0,43100,0,4,1,116505.2918942878
fa635191,4440,26.8,256,2560,146,42.4,740,NA,2257,1.2559,Undersaturated,81200,Weak,0.184,0.66,130,0.295,110,770,59.6,64.4,456.71,1234.11,254109,1812.9,556,0.72,0.244,0.8,0.1549,NA,2.36,2,NA,59.1,71400,86800,NA,111500,0,26,20,17473.601046556054
5c145a25,1070,32,276,860,103,21.6,80,37.2,468,1.0271,Undersaturated,120400,None,0.119,0.66,100,NA,50,470,21.2,23.2,99.72,758.43,5890,865.9,59,0.56,0.3337,0.7989,0.18,NA,2.39,2,NA,24.1,56000,NA,0,227800,0,58,NA,7143.116066874916
76e705ac,8720,30,207,4580,194,41,260,0.7,927,1.1,Highly Undersaturated,14900,Medium,0.268,0.58,290,0.172,270,1320,12.5,20.1,165.03,4.34,32506,0,197,0.24,0.22,NA,0.29,NA,1.37,2,3,14.8,161000,1900,0,0,0,23,0,18515.340804693584
6ff91e97,10030,23.4,276,5060,220,39.9,760,0.5,2738,1.2764,Undersaturated,42600,Medium,0.243,0.67,210,0.221,200,1050,22.1,21.4,231.06,8.85,285523,0,1236,0.33,0.2192,NA,0.301,NA,NA,NA,NA,22,78000,NA,100,0,0,13,0,38416.23979750305
5198ef97,2040,10.3,140,3670,120,41.9,870,1.1,3335,1.12,Undersaturated,114700,Weak,0.103,0.74,80,0.403,NA,110,2.7,2.7,2.85,0,1475452,0.69,518485,0,0.274,NA,0.39,NA,NA,1,NA,27.6,11000,0,0,71100,NA,23,21,20866.84308533896
aa5e2019,2650,31.8,137,5760,126,31.5,1240,2.2,5259,1.12,Near Saturation,123100,Weak,0.103,0.61,50,0.439,30,200,10.3,NA,20.24,0.1,25000,25.12,1235,0.48,0.286,0.847,0.426,NA,2.416,0,NA,5.3,16000,400,0,51600,NA,45,NA,NA
15de6c24,10220,13.2,152,5410,213,12.8,10,98.1,NA,1.0328,Highly Undersaturated,42500,Strong,0.289,0.58,1650,0.339,1250,330,23.2,NA,76.42,1435.71,809,791.44,11,NA,NA,0.798,0.3,NA,NA,12,17,56.6,40000,194700,0,86400,0,4,1,121992.07919315959
7fb6f2ce,2250,26.7,462,3090,134,NA,650,1.2,2806,1.1169,Undersaturated,NA,Weak,0.103,0.67,120,0.403,60,600,9.3,51.9,55.9,0,288315,12.49,NA,0.4,0.27,NA,0.2678,NA,2.087,3,NA,10,50000,0,NA,185900,26100,27,26,NA
5fb6f6e7,10870,30.1,470,5460,245,24.6,NA,2.3,NA,1.082,Undersaturated,15900,Very Strong,0.245,0.76,750,0.195,630,2700,24.9,27.6,674.37,947.55,88797,0,132,0.38,NA,0.91,0.5032,NA,1.59,30,NA,16.4,296100,315500,NA,0,0,6,0,NA
d2975ae2,5120,38.9,361,3680,134,19.2,160,37.5,1321,1.0511,Near Saturation,96600,Weak,0.188,0.71,170,0.386,110,1920,24.4,30.3,469.08,1705.08,57574,2194.93,123,0.54,NA,0.966,0.2325,NA,NA,3,4,35.8,160000,177300,NA,239000,0,26,19,18830.400963116866
3695987d,9650,20.9,260,5290,211,36.1,420,0.9,1699,1.146,Undersaturated,33300,Medium,0.244,0.59,150,0.208,140,790,39.2,50.4,308.88,175.98,97204,510.81,315,0.52,NA,0.9628,0.32,NA,NA,2,NA,19.8,66000,66700,0,NA,0,16,11,NA
7a690d5b,1780,9.9,110,1130,107,13.4,80,341,883,1.03,Near Saturation,120700,Medium,0.141,0.64,150,0.445,80,80,7.8,16.3,6.15,16.38,370,24.62,60,0.49,NA,0.8599,0.376,NA,NA,NA,NA,9.8,5000,11800,0,18600,0,12,5,40635.302864716505
a10a8954,4330,18.2,159,NA,142,18.7,330,14.9,3428,1.0974,Full Saturated,NA,Weak,0.111,0.74,180,0.437,80,210,27.8,30.7,58.3,121.06,271470,174.61,4656,NA,NA,0.68,0.243,NA,NA,2,2,32.5,23000,73000,NA,41400,4200,11,9,NA
20a52da6,2440,13.7,287,1590,123,14.2,30,303.8,253,1.023,Highly Undersaturated,87300,Medium,0.173,0.5,300,0.398,150,330,11,11.3,36.28,938.75,851,976.13,23,0.46,NA,NA,NA,NA,1.6,3,4,55.2,19000,62000,0,77000,0,17,NA,25315.145712113008
864fd4f9,6830,29.8,90,3140,190,36.2,90,1.4,273,1.044,Highly Undersaturated,NA,Strong,0.273,0.71,700,0.19,640,540,37.2,NA,200.51,112.17,12879,0,NA,NA,0.223,0.7216,0.3211,NA,1.77,3,6,53.1,46000,17300,0,NA,0,14,0,32308.567608063877
dfc80474,4280,3,224,3340,119,25.1,460,5.4,2461,1.13,Near Saturation,NA,Weak,0.153,0.77,70,0.407,40,70,25.5,37,17.78,42.5,6079,60.36,342,0.56,0.313,0.8123,0.419,NA,NA,NA,NA,22.1,7000,8200,0,9000,0,6,3,76452.2102107876
7e130af6,2450,19.6,142,1910,127,30,280,3.1,NA,1.0927,Undersaturated,112900,NA,0.114,0.53,210,0.415,100,130,42.6,42,57.03,426.05,16127,491.61,283,0.66,0.2763,0.91,0.367,2.45,1.81,1,NA,48.2,14000,29600,0,NA,NA,17,8,NA
